"status","id","title","store","data","image","shortUrl","avg_price","low_price","high_price","curr_price","productUrl","drop_chance","alert","alertPrice","config"
"True","COMFKYHFTG9SBDFY","Dell XPS 15 Core i9 9th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) 7590 Laptop Rs.250222  Price in India - Buy Dell XPS 15 Core i9 9th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) 7590 Laptop Silver Online - Dell : Flipkart.com","Flipkart","[[1573853031000,249990],[1573977744000,249990],[1574052787000,249990],[1574102345000,249990],[1574189710000,249990],[1574275391000,249990],[1574394882000,249990],[1574491707000,249990],[1574538543000,249990],[1574665734000,249990],[1574711646000,249990],[1574798986000,249990],[1574890430000,249990],[1575025374000,249990],[1575056758000,250222],[1575141715000,250221],[1575246556000,250222],[1575313414000,250222],[1575408303000,250222],[1575485155000,250222],[1575597216000,250222],[1575696290000,250222],[1575750795000,250222],[1575868295000,250222],[1575916434000,250222],[1576005166000,250222],[1576090077000,250222],[1576179125000,250222],[1576266522000,250222],[1576367717000,250222],[1576436534000,250222],[1576526204000,250222],[1576608247000,250222],[1576731057000,250222],[1576781808000,250222],[1576867031000,250222],[1576954253000,250222],[1577041411000,250222],[1577126805000,250222],[1577252463000,250222],[1577300877000,250222],[1577385153000,250222],[1577513111000,250222],[1577609517000,250222],[1577659128000,250222],[1577772641000,250222],[1577818457000,249990],[1577908297000,249990],[1577997286000,249990],[1578087705000,249990],[1578168912000,249990],[1578256915000,249990],[1578341735000,249990],[1578423662000,249990],[1578508448000,249990],[1578600015000,249990],[1578682621000,249990],[1578780262000,249990],[1578854010000,249990],[1578971655000,249990],[1579031331000,249990],[1579114547000,249990],[1579201945000,249990],[1579293715000,249990],[1579373551000,249990],[1579459783000,249990],[1579551281000,249990],[1579644798000,249990],[1579719923000,249990],[1579815540000,249990],[1579894106000,249990],[1580024750000,249990],[1580083348000,249990],[1580163095000,249990],[1580241919000,249990],[1580345680000,249990],[1580418510000,249990],[1580496379000,249990],[1580625609000,249990],[1580700720000,249990],[1580791699000,248990],[1580851453000,248990],[1580928002000,248990],[1581020278000,248990],[1581105016000,248990],[1581190511000,248990],[1581310119000,248990],[1581395119000,248990],[1581446771000,248990],[1581533397000,248990],[1581570867000,248990]]","","HSc_VKJ","249,951","248,990","250,222","248,990","https://linksredirect.com/?pub_id=22159CL19943&url=https%3A%2F%2Fwww.flipkart.com%2Fdell-xps-15-core-i9-9th-gen-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-7590-laptop%2Fp%2Fitm19c9683eb0685%3Fpid%3DCOMFKYHFTG9SBDFY","0","0","0","0"
