"status","id","title","store","data","image","shortUrl","avg_price","low_price","high_price","curr_price","productUrl","drop_chance","alert","alertPrice","config"
"True","COMFFEVZRHJZFRZB","MSI Core i7 9th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650) GF75 Thin 9SC-095IN Gaming Laptop Rs.109990  Price in India - Buy MSI Core i7 9th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650) GF75 Thin 9SC-095IN Gaming Laptop Black Online - MSI : Flipkart.com","Flipkart","[[1573871753000,107990],[1573929158000,107990],[1574019947000,107990],[1574107134000,107990],[1574191389000,107990],[1574303213000,107990],[1574401449000,107990],[1574450678000,107990],[1574534450000,107990],[1574620814000,107990],[1574709369000,107990],[1574845543000,107990],[1574918073000,107990],[1574966257000,107990],[1575084345000,107990],[1575143929000,107990],[1575228901000,107990],[1575315907000,107990],[1575401347000,107990],[1575511205000,107990],[1575614381000,107990],[1575694350000,107990],[1575793017000,107990],[1575830000000,107990],[1575961122000,78990],[1576056125000,78990],[1576132993000,78990],[1576213635000,107990],[1576271796000,78990],[1576388286000,78990],[1576477510000,78990],[1576557411000,78990],[1576663545000,78990],[1576697019000,78990],[1576783140000,78990],[1576867603000,78990],[1576987319000,78990],[1577070785000,78990],[1577173316000,78990],[1577247676000,78990],[1577304094000,78990],[1577385652000,78990],[1577529903000,78990],[1577596572000,78990],[1577646539000,78990],[1577767295000,74990],[1577822702000,74990],[1577903620000,74990],[1577990076000,75990],[1578085160000,75990],[1578164993000,76990],[1578308883000,76990],[1578362271000,76990],[1578483800000,76990],[1578539401000,76990],[1578597530000,76990],[1578726522000,76990],[1578798612000,76990],[1578897467000,76990],[1578970944000,76990],[1579027516000,76990],[1579114876000,76990],[1579242764000,76990],[1579331138000,76990],[1579373630000,76990],[1579465074000,76990],[1579589718000,76990],[1579632317000,107990],[1579719821000,76990],[1579837088000,76990],[1579891862000,76990],[1580031809000,76990],[1580098454000,76990],[1580180465000,107990],[1580237859000,107990],[1580346277000,107990],[1580454266000,107990],[1580498135000,107990],[1580624219000,107990],[1580703154000,107990],[1580764951000,107990],[1580885229000,107990],[1580929400000,107990],[1581014638000,107990],[1581106449000,107990],[1581188774000,107990],[1581312611000,107990],[1581422655000,107990],[1581448301000,107990],[1581562708000,107990],[1581570688000,107990]]","http://rukmini1.flixcart.com/image/128/128/juljwcw0/computer/r/z/b/msi-na-gaming-laptop-original-imaffnv3ghbjdbrh.jpeg?q=70","hF_fKW","92,331","74,990","107,990","107,990","https://linksredirect.com/?pub_id=22159CL19943&url=https%3A%2F%2Fwww.flipkart.com%2Fmsi-core-i7-9th-gen-8-gb-1-tb-hdd-128-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-gf75-thin-9sc-095in-gaming-laptop%2Fp%2Fitmffevzyzjufjje%3Fpid%3DCOMFFEVZRHJZFRZB","52","0","0","0"
